"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","1720.0","519855.6489999999"
"CstoneAuditMessageBolt","116.0","86248.79099999998"
"VitalSignBolt","21935.0","345462.70999999996"
"DVMaxDataExtractorBolt","1012.0","259493.24"
"CornerstoneDataExtractorBolt","67699.0","864005.5199999997"
"ExtractMessagePreProcessorBolt","69276.0","86408.55299999999"
"PracticePatientBolt","14102.0","172889.581"
"PracticePetOwnerBolt","10440.0","172707.14000000004"
"EntityMapDiscriminatorBolt","622992.0","259176.71900000004"
"AvimarkDataExtractorBolt","552.0","258043.366"
"FieldStandardizerBolt","3284700.0","345566.22600000014"
"PetOwnerPatientBolt","18622.0","345602.57800000004"
"ReminderTypeBolt","198.0","173058.64799999996"
"MedicalNoteFileProcessorBolt","844.0","537502.893"
"MedicalNoteBolt","488.0","171800.383"
"VaccinationPimsBolt","8240.0","345608.008"
"CornerstoneEncryptedFileProcessorBolt","844.0","1444675.067"
"ProductBolt","4519.0","86339.94200000001"
"PracticeExtractMessageBolt","31588.0","86388.04999999999"
"SoftwareDiscriminatorBolt","69245.0","86385.89500000002"
"HashWriterBolt","231373.0","259186.024"
"PersistedMessageFilterBolt","2.252829856E9","2159791.654999919"
"MedicalNoteAttachmentBolt","655.0","175196.07399999996"
"PracticeLogoFileProcessorBolt","4900.0","86456.29"
"PracticeImageBolt","1.0","66736.353"
"TransactionBolt","34928.0","2246561.362999999"
"StaffMemberBolt","155.0","86573.526"
"DataLimitingBolt","4.96534754E9","2159854.1129999394"
"MedicalReminderBolt","20467.0","345563.431"
"ItemReminderTypeBolt","216.0","174800.34499999994"
"AppointmentBolt","23074.0","345537.24600000004"
"PrescriptionBolt","24520.0","345459.2130000001"
"AmqpQueueWriterBolt","599840.0","2505608.435999998"
"PracticeBolt","1072.0","86511.986"
"LabResultHeaderBolt","16262.0","345636.44300000014"
"FieldMapperBolt","3284685.0","259162.34699999998"
"PersistenceRoutingBolt","3284683.0","691140.5000000003"
"PracticePatientImageBolt","1095.0","86473.154"
