"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","972.0","543227.815"
"CstoneAuditMessageBolt","52.0","84582.21200000003"
"VitalSignBolt","16340.0","345517.15100000007"
"DVMaxDataExtractorBolt","904.0","330991.90900000004"
"CornerstoneDataExtractorBolt","65934.0","1129999.1770000004"
"PracticePatientBolt","6880.0","172767.7039999999"
"PracticePetOwnerBolt","5397.0","172844.99500000002"
"ExtractMessagePreProcessorBolt","67445.0","113126.96099999997"
"AvimarkDataExtractorBolt","522.0","323751.59200000006"
"EntityMapDiscriminatorBolt","381177.0","259193.62500000006"
"FieldStandardizerBolt","1182213.0","345582.95900000015"
"PetOwnerPatientBolt","11872.0","345557.201"
"ReminderTypeBolt","48.0","150137.50900000002"
"MedicalNoteFileProcessorBolt","486.0","551317.7590000001"
"MedicalNoteBolt","407.0","169661.11299999998"
"VaccinationPimsBolt","4485.0","345327.97599999997"
"CornerstoneEncryptedFileProcessorBolt","456.0","1365143.6159999997"
"ProductBolt","1882.0","86191.84499999997"
"PracticeExtractMessageBolt","30336.0","86395.26099999997"
"SoftwareDiscriminatorBolt","67432.0","106073.199"
"HashWriterBolt","150378.0","259185.49600000004"
"PersistedMessageFilterBolt","2.215286737E9","2827733.8569998634"
"MedicalNoteAttachmentBolt","535.0","170879.63699999996"
"PracticeLogoFileProcessorBolt","4738.0","112424.61600000004"
"TransactionBolt","17212.0","2246090.253"
"StaffMemberBolt","23.0","68358.61299999998"
"DataLimitingBolt","4.864173894E9","2827875.5689998944"
"ItemReminderTypeBolt","65.0","152675.917"
"MedicalReminderBolt","14218.0","345475.402"
"AppointmentBolt","15438.0","345435.4770000001"
"AmqpQueueWriterBolt","379545.0","3263198.980000002"
"PrescriptionBolt","13008.0","345437.364"
"PracticeBolt","674.0","85720.331"
"LabResultHeaderBolt","11631.0","345491.8949999999"
"PersistenceRoutingBolt","1182214.0","691181.0059999997"
"FieldMapperBolt","1182207.0","259188.77500000005"
"PracticePatientImageBolt","754.0","84653.54099999997"
