"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","7972.0","659846.1369999998"
"CstoneAuditMessageBolt","150.0","86948.213"
"VitalSignBolt","20993.0","345184.249"
"DVMaxDataExtractorBolt","950.0","361931.5099999999"
"CornerstoneDataExtractorBolt","67546.0","1238903.8099999994"
"PracticePatientBolt","12070.0","172940.84300000005"
"ExtractMessagePreProcessorBolt","69150.0","125201.93899999998"
"PracticePetOwnerBolt","9575.0","172798.478"
"EntityMapDiscriminatorBolt","611067.0","259170.181"
"AvimarkDataExtractorBolt","556.0","350716.40099999995"
"FieldStandardizerBolt","2316829.0","345482.3129999999"
"PetOwnerPatientBolt","16089.0","344901.558"
"MedicalNoteFileProcessorBolt","818.0","641380.8230000001"
"ReminderTypeBolt","193.0","172737.77000000002"
"MedicalNoteBolt","422.0","171098.932"
"VaccinationPimsBolt","6847.0","344834.476"
"CornerstoneEncryptedFileProcessorBolt","794.0","1510422.376"
"ProductBolt","4315.0","86339.66799999999"
"SoftwareDiscriminatorBolt","69114.0","117692.535"
"PracticeExtractMessageBolt","30522.0","86349.92900000002"
"HashWriterBolt","209279.0","259089.22400000002"
"PersistedMessageFilterBolt","2.26584935E9","3092764.419999829"
"MedicalNoteAttachmentBolt","591.0","171906.57299999997"
"PracticeLogoFileProcessorBolt","4879.0","117840.55700000002"
"TransactionBolt","29177.0","2243346.427"
"StaffMemberBolt","127.0","87840.03199999999"
"DataLimitingBolt","4.988048808E9","3097940.6889998494"
"ItemReminderTypeBolt","171.0","172526.35199999996"
"MedicalReminderBolt","19341.0","345576.985"
"AppointmentBolt","22995.0","345417.8779999999"
"PrescriptionBolt","18139.0","345627.13899999997"
"AmqpQueueWriterBolt","592727.0","3586678.4479999985"
"PracticeBolt","1081.0","86581.86199999995"
"LabResultHeaderBolt","16342.0","345325.226"
"FieldMapperBolt","2316796.0","259153.56"
"PersistenceRoutingBolt","2316748.0","691115.9789999997"
"PracticePatientImageBolt","1211.0","86078.114"
