"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","224.0","480414.917"
"CstoneAuditMessageBolt","24.0","84629.169"
"VitalSignBolt","8747.0","345514.858"
"DVMaxDataExtractorBolt","994.0","259384.02600000004"
"CornerstoneDataExtractorBolt","65606.0","864281.204"
"PracticePatientBolt","2291.0","172736.62399999998"
"PracticePetOwnerBolt","2237.0","172719.381"
"ExtractMessagePreProcessorBolt","67118.0","86399.045"
"AvimarkDataExtractorBolt","528.0","259584.21200000003"
"EntityMapDiscriminatorBolt","213520.0","259184.65900000004"
"FieldStandardizerBolt","1105567.0","345600.5150000002"
"PetOwnerPatientBolt","9505.0","345442.342"
"ReminderTypeBolt","23.0","168601.038"
"MedicalNoteFileProcessorBolt","64.0","500052.30800000014"
"VaccinationPimsBolt","609.0","346294.7910000001"
"MedicalNoteBolt","134.0","172856.27699999997"
"CornerstoneEncryptedFileProcessorBolt","68.0","1278134.0420000001"
"ProductBolt","410.0","86280.89399999999"
"PracticeExtractMessageBolt","31699.0","86397.85800000004"
"SoftwareDiscriminatorBolt","67116.0","86396.39500000003"
"HashWriterBolt","88133.0","259192.98500000007"
"PersistedMessageFilterBolt","2.238735348E9","2159593.31899994"
"MedicalNoteAttachmentBolt","75.0","173322.87200000003"
"PracticeLogoFileProcessorBolt","4840.0","86405.98499999997"
"TransactionBolt","5676.0","2243030.7"
"StaffMemberBolt","7.0","68278.467"
"DataLimitingBolt","4.924794315E9","2159768.557999972"
"ItemReminderTypeBolt","24.0","168793.157"
"MedicalReminderBolt","10119.0","345006.67400000006"
"AppointmentBolt","6110.0","345420.0410000001"
"PrescriptionBolt","3500.0","345549.5029999999"
"AmqpQueueWriterBolt","212935.0","2505550.6790000014"
"PracticeBolt","131.0","82920.45300000001"
"LabResultHeaderBolt","6885.0","345381.12799999997"
"PersistenceRoutingBolt","1105568.0","691205.9839999997"
"FieldMapperBolt","1105563.0","259191.78800000003"
"PracticePatientImageBolt","276.0","82868.177"
