"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","244.0","490462.01399999997"
"CstoneAuditMessageBolt","9.0","71446.808"
"VitalSignBolt","9011.0","345815.13399999985"
"DVMaxDataExtractorBolt","1029.0","258212.697"
"CornerstoneDataExtractorBolt","66522.0","863985.8889999997"
"PracticePatientBolt","2199.0","172656.06400000004"
"ExtractMessagePreProcessorBolt","68088.0","86401.156"
"PracticePetOwnerBolt","2141.0","172822.28200000004"
"AvimarkDataExtractorBolt","537.0","259274.21799999994"
"EntityMapDiscriminatorBolt","214689.0","259197.76100000003"
"FieldStandardizerBolt","1122291.0","345603.559"
"PetOwnerPatientBolt","9339.0","345849.53899999993"
"ReminderTypeBolt","17.0","168115.328"
"MedicalNoteFileProcessorBolt","90.0","527247.138"
"VaccinationPimsBolt","616.0","342315.695"
"MedicalNoteBolt","75.0","170558.807"
"CornerstoneEncryptedFileProcessorBolt","88.0","1399041.389"
"ProductBolt","521.0","86720.19100000002"
"PracticeExtractMessageBolt","31858.0","86396.73599999996"
"SoftwareDiscriminatorBolt","68084.0","86400.17499999997"
"PersistedMessageFilterBolt","2.272423742E9","2159749.92999992"
"HashWriterBolt","88774.0","259201.22499999998"
"PracticeLogoFileProcessorBolt","4952.0","86389.346"
"MedicalNoteAttachmentBolt","41.0","172620.66400000005"
"TransactionBolt","5981.0","2245997.001"
"StaffMemberBolt","8.0","95460.714"
"DataLimitingBolt","5.000055408E9","2159786.5639999383"
"ItemReminderTypeBolt","8.0","170177.764"
"MedicalReminderBolt","10293.0","346349.66400000005"
"AppointmentBolt","6269.0","345854.864"
"AmqpQueueWriterBolt","214336.0","2506395.233000002"
"PrescriptionBolt","3547.0","345412.984"
"PracticeBolt","113.0","86174.59499999999"
"LabResultHeaderBolt","6730.0","345754.1350000001"
"PersistenceRoutingBolt","1122502.0","691253.896"
"FieldMapperBolt","1122312.0","259198.23599999998"
"PracticePatientImageBolt","205.0","85473.535"
