"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","1789.0","652900.7349999999"
"CstoneAuditMessageBolt","195.0","85986.59300000001"
"DVMaxDataExtractorBolt","1048.0","360785.38499999995"
"VitalSignBolt","22822.0","345664.98199999996"
"CornerstoneDataExtractorBolt","71063.0","1237999.09"
"PracticePetOwnerBolt","10544.0","172767.687"
"ExtractMessagePreProcessorBolt","72771.0","123983.876"
"PracticePatientBolt","13997.0","172763.816"
"EntityMapDiscriminatorBolt","699503.0","259189.11899999998"
"AvimarkDataExtractorBolt","580.0","359137.3910000001"
"FieldStandardizerBolt","2684166.0","345586.34000000014"
"PetOwnerPatientBolt","18016.0","345651.438"
"MedicalNoteFileProcessorBolt","1066.0","614685.716"
"ReminderTypeBolt","204.0","173585.41000000006"
"MedicalNoteBolt","573.0","172067.34700000004"
"VaccinationPimsBolt","7911.0","345833.01800000004"
"CornerstoneEncryptedFileProcessorBolt","1029.0","1523236.5320000001"
"ProductBolt","4641.0","86331.50799999999"
"SoftwareDiscriminatorBolt","72726.0","123896.84899999999"
"PracticeExtractMessageBolt","32192.0","86400.82600000004"
"HashWriterBolt","230941.0","259190.10299999997"
"PersistedMessageFilterBolt","2.376070834E9","3095656.0149998902"
"MedicalNoteAttachmentBolt","665.0","172614.78000000006"
"PracticeLogoFileProcessorBolt","5097.0","122273.05399999999"
"TransactionBolt","31889.0","2246392.889"
"StaffMemberBolt","187.0","86328.31800000001"
"DataLimitingBolt","5.233558806E9","3096758.8819998954"
"ItemReminderTypeBolt","205.0","171293.527"
"MedicalReminderBolt","23110.0","345557.391"
"AppointmentBolt","25109.0","345631.45700000005"
"AmqpQueueWriterBolt","648047.0","3586555.234000002"
"PrescriptionBolt","20501.0","345620.8349999999"
"PracticeBolt","1162.0","86286.77599999998"
"LabResultHeaderBolt","17376.0","345618.95200000005"
"PersistenceRoutingBolt","2684154.0","691161.7049999998"
"FieldMapperBolt","2684158.0","259188.43200000003"
"PracticePatientImageBolt","1101.0","86286.343"
