"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","2602.0","419173.26699999993"
"CstoneAuditMessageBolt","122.0","89807.806"
"DVMaxDataExtractorBolt","1049.0","273501.798"
"VitalSignBolt","22587.0","347144.77200000006"
"CornerstoneDataExtractorBolt","69220.0","928028.1350000001"
"ExtractMessagePreProcessorBolt","70934.0","92888.633"
"PracticePatientBolt","13180.0","173681.54800000007"
"PracticePetOwnerBolt","11396.0","173035.73800000007"
"EntityMapDiscriminatorBolt","689858.0","260797.73500000002"
"AvimarkDataExtractorBolt","552.0","273594.957"
"FieldStandardizerBolt","5155774.0","348539.3170000002"
"PetOwnerPatientBolt","18937.0","347218.75700000004"
"MedicalNoteFileProcessorBolt","1066.0","304372.9979999999"
"ReminderTypeBolt","179.0","170933.40100000004"
"MedicalNoteBolt","518.0","168369.497"
"VaccinationPimsBolt","9176.0","345626.41900000005"
"CornerstoneEncryptedFileProcessorBolt","1046.0","714923.099"
"ProductBolt","4356.0","86405.438"
"SoftwareDiscriminatorBolt","70779.0","92549.54499999998"
"PracticeExtractMessageBolt","30254.0","87183.353"
"PersistedMessageFilterBolt","2.310276611E9","2319343.623999924"
"HashWriterBolt","256824.0","260728.21800000002"
"MedicalNoteAttachmentBolt","624.0","171980.32800000004"
"PracticeLogoFileProcessorBolt","5042.0","92634.66399999999"
"PracticeImageBolt","2.0","92566.37"
"TransactionBolt","48733.0","2249488.285"
"StaffMemberBolt","189.0","86086.34299999998"
"DataLimitingBolt","5.088836032E9","2319872.586999936"
"ItemReminderTypeBolt","166.0","172045.57899999997"
"MedicalReminderBolt","22517.0","348078.8069999999"
"AppointmentBolt","29325.0","346526.31700000004"
"PrescriptionBolt","24302.0","346490.58"
"AmqpQueueWriterBolt","672692.0","2684292.7"
"PracticeBolt","1065.0","86446.40900000001"
"LabResultHeaderBolt","19012.0","347549.59899999993"
"PersistenceRoutingBolt","5155816.0","695713.3670000003"
"FieldMapperBolt","5155804.0","261351.33000000007"
"PracticePatientImageBolt","929.0","86407.477"
