"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","2222.0","579463.537"
"CstoneAuditMessageBolt","91.0","84659.17899999999"
"DVMaxDataExtractorBolt","1045.0","315993.566"
"VitalSignBolt","21368.0","345554.556"
"CornerstoneDataExtractorBolt","69600.0","1078660.8209999998"
"PracticePetOwnerBolt","9202.0","172842.41799999998"
"PracticePatientBolt","12425.0","172757.98700000002"
"ExtractMessagePreProcessorBolt","71260.0","107962.41999999997"
"EntityMapDiscriminatorBolt","609205.0","259225.76500000007"
"AvimarkDataExtractorBolt","579.0","313662.97199999995"
"FieldStandardizerBolt","2513276.0","345638.8680000001"
"PetOwnerPatientBolt","15216.0","345992.506"
"ReminderTypeBolt","149.0","173083.13199999998"
"MedicalNoteFileProcessorBolt","920.0","602121.8200000001"
"MedicalNoteBolt","426.0","177884.382"
"VaccinationPimsBolt","8439.0","345152.963"
"CornerstoneEncryptedFileProcessorBolt","893.0","1489815.9390000005"
"ProductBolt","4011.0","86509.995"
"SoftwareDiscriminatorBolt","71257.0","107908.549"
"PracticeExtractMessageBolt","32182.0","86399.80799999999"
"HashWriterBolt","217128.0","259215.12800000008"
"PersistedMessageFilterBolt","2.324245463E9","2699516.339999887"
"MedicalNoteAttachmentBolt","635.0","175301.015"
"PracticeLogoFileProcessorBolt","5001.0","107229.92599999999"
"TransactionBolt","30368.0","2245796.0339999995"
"StaffMemberBolt","118.0","87583.63499999998"
"DataLimitingBolt","5.130649829E9","2699645.314999918"
"ItemReminderTypeBolt","103.0","170879.811"
"MedicalReminderBolt","21011.0","345630.359"
"AppointmentBolt","23576.0","345625.8339999999"
"PrescriptionBolt","20095.0","345594.6670000001"
"AmqpQueueWriterBolt","593494.0","3127517.595999999"
"PracticeBolt","1091.0","86151.033"
"LabResultHeaderBolt","16406.0","345603.99000000005"
"PersistenceRoutingBolt","2513303.0","691300.6619999999"
"FieldMapperBolt","2513287.0","259232.749"
"PracticePatientImageBolt","1141.0","85510.706"
