"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","1594.0","610527.483"
"CstoneAuditMessageBolt","113.0","95899.053"
"DVMaxDataExtractorBolt","1041.0","295493.36500000005"
"VitalSignBolt","20501.0","345624.27300000016"
"CornerstoneDataExtractorBolt","68662.0","994490.7930000002"
"PracticePatientBolt","11538.0","172851.52299999996"
"ExtractMessagePreProcessorBolt","70262.0","99460.53699999998"
"PracticePetOwnerBolt","9956.0","172841.244"
"EntityMapDiscriminatorBolt","604027.0","259189.38800000012"
"AvimarkDataExtractorBolt","563.0","290979.7850000001"
"FieldStandardizerBolt","1905720.0","345596.8310000001"
"PetOwnerPatientBolt","15458.0","345877.2740000001"
"MedicalNoteFileProcessorBolt","1076.0","559949.1240000001"
"ReminderTypeBolt","118.0","200730.01399999997"
"MedicalNoteBolt","830.0","175262.61399999994"
"VaccinationPimsBolt","6356.0","345378.74899999995"
"CornerstoneEncryptedFileProcessorBolt","1050.0","1464604.6090000004"
"ProductBolt","3086.0","86552.36600000002"
"PracticeExtractMessageBolt","32761.0","86390.007"
"SoftwareDiscriminatorBolt","70265.0","99335.15000000001"
"HashWriterBolt","202032.0","259190.2480000001"
"PersistedMessageFilterBolt","2.305430173E9","2486199.787999919"
"MedicalNoteAttachmentBolt","953.0","175123.24100000004"
"PracticeLogoFileProcessorBolt","4963.0","99301.68200000002"
"TransactionBolt","21372.0","2251132.7979999995"
"StaffMemberBolt","128.0","93926.131"
"DataLimitingBolt","5.080361707E9","2486511.9289999255"
"MedicalReminderBolt","25919.0","345636.344"
"ItemReminderTypeBolt","132.0","177279.56"
"AppointmentBolt","21696.0","345850.6390000001"
"PrescriptionBolt","17850.0","345765.3129999999"
"AmqpQueueWriterBolt","600619.0","2881496.897"
"PracticeBolt","1079.0","86898.10399999999"
"LabResultHeaderBolt","12721.0","346154.29699999996"
"FieldMapperBolt","1905712.0","259187.71800000002"
"PersistenceRoutingBolt","1905725.0","691194.1630000001"
"PracticePatientImageBolt","1199.0","87210.989"
