"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","4006.0","518465.94"
"CstoneAuditMessageBolt","34.0","86222.981"
"DVMaxDataExtractorBolt","1026.0","259543.88999999998"
"VitalSignBolt","17060.0","345125.41000000003"
"CornerstoneDataExtractorBolt","68000.0","864197.1680000001"
"PracticePatientBolt","7088.0","172943.598"
"PracticePetOwnerBolt","5468.0","172461.77400000003"
"ExtractMessagePreProcessorBolt","69553.0","86391.029"
"AvimarkDataExtractorBolt","532.0","260036.05999999997"
"EntityMapDiscriminatorBolt","395989.0","259196.73199999996"
"FieldStandardizerBolt","1298312.0","345581.6920000001"
"PetOwnerPatientBolt","12599.0","344789.779"
"ReminderTypeBolt","57.0","165729.97900000002"
"MedicalNoteFileProcessorBolt","444.0","510805.03800000006"
"MedicalNoteBolt","447.0","177125.09499999997"
"VaccinationPimsBolt","4596.0","344040.1290000001"
"CornerstoneEncryptedFileProcessorBolt","448.0","1342817.4549999998"
"ProductBolt","1888.0","86076.93399999998"
"SoftwareDiscriminatorBolt","69553.0","86386.74299999996"
"PracticeExtractMessageBolt","32126.0","86391.07200000003"
"HashWriterBolt","156579.0","259202.92"
"PersistedMessageFilterBolt","2.266070172E9","2159739.8219999233"
"MedicalNoteAttachmentBolt","480.0","177803.38199999998"
"PracticeLogoFileProcessorBolt","4946.0","86356.83299999998"
"TransactionBolt","17181.0","2241286.466000001"
"StaffMemberBolt","21.0","75693.836"
"DataLimitingBolt","4.979949447E9","2159820.3119999464"
"ItemReminderTypeBolt","42.0","164289.752"
"MedicalReminderBolt","15428.0","345307.881"
"AppointmentBolt","15998.0","345217.207"
"PrescriptionBolt","13327.0","345026.61900000006"
"AmqpQueueWriterBolt","393576.0","2505208.115000001"
"PracticeBolt","682.0","85928.93299999998"
"LabResultHeaderBolt","12095.0","345349.7900000001"
"PersistenceRoutingBolt","1298331.0","691169.9020000002"
"FieldMapperBolt","1298324.0","259199.79000000018"
"PracticePatientImageBolt","952.0","85864.773"
