"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","1660.0","518392.39899999986"
"CstoneAuditMessageBolt","104.0","84707.136"
"VitalSignBolt","21315.0","345628.23699999996"
"DVMaxDataExtractorBolt","1005.0","259706.128"
"CornerstoneDataExtractorBolt","70098.0","864034.939"
"PracticePetOwnerBolt","9315.0","172622.837"
"ExtractMessagePreProcessorBolt","71676.0","86387.545"
"PracticePatientBolt","11591.0","172736.192"
"AvimarkDataExtractorBolt","560.0","258196.87600000008"
"EntityMapDiscriminatorBolt","566597.0","259160.29800000004"
"FieldStandardizerBolt","1861584.0","345557.86499999993"
"PetOwnerPatientBolt","16154.0","346211.27399999986"
"MedicalNoteFileProcessorBolt","788.0","503459.20300000004"
"ReminderTypeBolt","160.0","173267.02800000005"
"MedicalNoteBolt","475.0","164064.98800000004"
"VaccinationPimsBolt","6592.0","346283.25200000004"
"CornerstoneEncryptedFileProcessorBolt","794.0","1362270.3860000002"
"ProductBolt","4054.0","86391.60200000003"
"SoftwareDiscriminatorBolt","71661.0","86342.235"
"PracticeExtractMessageBolt","33084.0","86389.866"
"HashWriterBolt","207968.0","259130.993"
"PersistedMessageFilterBolt","2.33935654E9","2159282.7519999235"
"MedicalNoteAttachmentBolt","613.0","165261.925"
"PracticeLogoFileProcessorBolt","5030.0","86400.15699999998"
"PracticeImageBolt","1.0","75318.903"
"TransactionBolt","24645.0","2248156.798000001"
"StaffMemberBolt","129.0","87826.34199999999"
"DataLimitingBolt","5.138834557E9","2159402.7529999376"
"ItemReminderTypeBolt","127.0","173381.27999999997"
"MedicalReminderBolt","20716.0","345541.78599999996"
"AppointmentBolt","23022.0","345901.87100000004"
"PrescriptionBolt","19027.0","345869.457"
"AmqpQueueWriterBolt","558531.0","2505223.7719999985"
"PracticeBolt","1096.0","86419.18500000001"
"LabResultHeaderBolt","15518.0","345760.339"
"PersistenceRoutingBolt","1861491.0","691068.753"
"FieldMapperBolt","1861506.0","259170.266"
"PracticePatientImageBolt","1210.0","86294.66500000002"
