"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","5344.0","548455.854"
"CstoneAuditMessageBolt","155.0","98967.50599999998"
"VitalSignBolt","22257.0","342661.80199999997"
"DVMaxDataExtractorBolt","1009.0","256687.238"
"CornerstoneDataExtractorBolt","66467.0","854264.329"
"PracticePatientBolt","13910.0","171042.61899999998"
"ExtractMessagePreProcessorBolt","68032.0","85408.822"
"PracticePetOwnerBolt","11775.0","170990.891"
"EntityMapDiscriminatorBolt","680435.0","256454.05800000008"
"AvimarkDataExtractorBolt","545.0","256365.67300000004"
"FieldStandardizerBolt","3836350.0","342121.1700000003"
"PetOwnerPatientBolt","18335.0","342558.1109999999"
"MedicalNoteFileProcessorBolt","1084.0","562301.871"
"ReminderTypeBolt","170.0","186731.91300000006"
"MedicalNoteBolt","521.0","179323.80999999997"
"VaccinationPimsBolt","8630.0","341963.23800000007"
"CornerstoneEncryptedFileProcessorBolt","1082.0","1594257.2940000002"
"ProductBolt","3874.0","85927.139"
"SoftwareDiscriminatorBolt","68141.0","85577.48899999999"
"PracticeExtractMessageBolt","31169.0","85442.42100000002"
"PersistedMessageFilterBolt","2.225713556E9","2136153.566999917"
"HashWriterBolt","235338.0","256459.70699999994"
"MedicalNoteAttachmentBolt","662.0","179434.316"
"PracticeLogoFileProcessorBolt","4820.0","85336.99999999999"
"PracticeImageBolt","2.0","315332.274"
"TransactionBolt","36304.0","2225223.8189999997"
"StaffMemberBolt","171.0","103845.07400000002"
"DataLimitingBolt","4.90108495E9","2136077.2939999355"
"MedicalReminderBolt","26453.0","342400.91500000004"
"ItemReminderTypeBolt","152.0","183656.42199999996"
"AppointmentBolt","23744.0","342170.901"
"PrescriptionBolt","21249.0","342172.31100000005"
"AmqpQueueWriterBolt","652151.0","2478029.318"
"PracticeBolt","1122.0","89196.38500000001"
"LabResultHeaderBolt","14569.0","342158.91800000006"
"PersistenceRoutingBolt","3835755.0","684076.5160000004"
"FieldMapperBolt","3838710.0","256629.5260000001"
"PracticePatientImageBolt","1198.0","88543.18199999999"
