"bolt","total_messages","total_time"
"PetPictureFileProcessorBolt","3267.0","586852.6629999997"
"CstoneAuditMessageBolt","78.0","84107.36200000001"
"VitalSignBolt","20872.0","345742.13"
"DVMaxDataExtractorBolt","1071.0","311336.98899999994"
"CornerstoneDataExtractorBolt","70934.0","1079414.7199999993"
"PracticePetOwnerBolt","8905.0","173198.67799999999"
"PracticePatientBolt","10581.0","172551.00100000005"
"ExtractMessagePreProcessorBolt","72614.0","108673.47400000003"
"EntityMapDiscriminatorBolt","578001.0","259204.11500000002"
"AvimarkDataExtractorBolt","581.0","309090.63599999994"
"FieldStandardizerBolt","1634282.0","345615.2869999999"
"PetOwnerPatientBolt","14547.0","345266.4680000001"
"MedicalNoteFileProcessorBolt","994.0","573358.064"
"ReminderTypeBolt","145.0","171427.56799999997"
"MedicalNoteBolt","414.0","166227.23000000004"
"VaccinationPimsBolt","6399.0","345795.64800000004"
"CornerstoneEncryptedFileProcessorBolt","970.0","1408472.668"
"ProductBolt","3745.0","86520.65100000003"
"SoftwareDiscriminatorBolt","72597.0","108609.731"
"PracticeExtractMessageBolt","31885.0","86397.598"
"HashWriterBolt","195813.0","259204.85900000003"
"PersistedMessageFilterBolt","2.365613084E9","2715998.0859999005"
"MedicalNoteAttachmentBolt","595.0","165805.75400000002"
"PracticeLogoFileProcessorBolt","5042.0","108294.971"
"TransactionBolt","22865.0","2246787.5999999996"
"StaffMemberBolt","74.0","83475.68300000002"
"DataLimitingBolt","5.218893919E9","2716262.2229999206"
"ItemReminderTypeBolt","168.0","171783.802"
"MedicalReminderBolt","18785.0","345613.75200000004"
"AppointmentBolt","21509.0","345375.446"
"PrescriptionBolt","17613.0","345783.167"
"AmqpQueueWriterBolt","575336.0","3133674.9059999995"
"PracticeBolt","1233.0","86382.73399999998"
"LabResultHeaderBolt","15063.0","345627.4520000003"
"PersistenceRoutingBolt","1634280.0","691232.6540000001"
"FieldMapperBolt","1634312.0","259216.64599999995"
"PracticePatientImageBolt","1299.0","86364.594"
